sequence_id,type,start,end,strand,locus_tag_bakta,gene,flag,product,dbxrefs,name
chromosome,cds,75224,76033,+,CS12_00076,mutM,cds,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,"COG:COG0266, COG:L, EC:3.2.2.23, EC:4.2.99.18, GO:0003676, GO:0003684, GO:0003906, GO:0006281, GO:0006284, GO:0008270, GO:0008534, GO:0016799, GO:0019104, GO:0034039, GO:0140078, KEGG:K10563, RefSeq:WP_001114529.1, SO:0001217, UniParc:UPI0001B5309D, UniRef:UniRef100_A0A061K5B2, UniRef:UniRef50_P05523, UniRef:UniRef90_P05523",mutM
chromosome,cds,76072,76551,-,CS12_00077,coaD,cds,pantetheine-phosphate adenylyltransferase,"COG:COG0669, COG:H, EC:2.7.7.3, GO:0004595, GO:0005524, GO:0005737, GO:0015937, KEGG:K00954, RefSeq:WP_001171873.1, SO:0001217, UniParc:UPI00000DF222, UniRef:UniRef100_B7MFJ5, UniRef:UniRef50_P0A6I6, UniRef:UniRef90_P0A6I6",coaD
chromosome,cds,76559,77836,-,CS12_00078,waaA,cds,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,"COG:COG1519, COG:M, EC:2.4.99.12, EC:2.4.99.13, GO:0005886, GO:0009244, GO:0009245, GO:0016020, GO:0016740, GO:0036104, GO:0043842, KEGG:K02527, RefSeq:WP_000891566.1, SO:0001217, UniParc:UPI0001B5309E, UniRef:UniRef100_A0A0G9G600, UniRef:UniRef50_P0AC75, UniRef:UniRef90_P0AC75",waaA
chromosome,ncRNA-region,78157,78195,+,,,ncRNA-region,JUMPstart RNA,"RFAM:RF01707, SO:0005836",JUMPstart RNA
chromosome,cds,78243,79313,+,CS12_00079,rfaQ,cds,lipopolysaccharide core heptosyltransferase RfaQ,"EC:2.4.-.-, EC:2.4.99.25, GO:0005829, GO:0008713, GO:0009244, GO:0016757, GO:0071967, RefSeq:WP_001311221.1, SO:0001217, UniParc:UPI0001DBC98F, UniRef:UniRef100_A0A168S8Y4, UniRef:UniRef50_P25742, UniRef:UniRef90_P25742",rfaQ
chromosome,cds,79310,80434,+,CS12_00080,rfaG,cds,lipopolysaccharide glucosyltransferase I,"BlastRules:WP_000634283, EC:2.4.1.-, KEGG:K02844, RefSeq:WP_000634277.1, SO:0001217, UniParc:UPI00000BBBCC, UniRef:UniRef100_O68209, UniRef:UniRef50_O68209, UniRef:UniRef90_O68209",rfaG
chromosome,cds,80427,81224,+,CS12_00081,rfaP,cds,lipopolysaccharide core heptose(I) kinase RfaP,"EC:2.7.1.-, EC:2.7.1.235, GO:0005524, GO:0009103, GO:0009244, GO:0016301, GO:0046835, KEGG:K02848, RefSeq:WP_000229740.1, SO:0001217, UniParc:UPI00000B8F7D, UniRef:UniRef100_O68208, UniRef:UniRef50_Q9HUF7, UniRef:UniRef90_P25741",rfaP
chromosome,cds,81257,82237,+,CS12_00082,,cds,Glycosyltransferase family 8 protein,"RefSeq:WP_000922462.1, SO:0001217, UniParc:UPI0001B5309F, UniRef:UniRef100_A0A0G9G7M4, UniRef:UniRef50_A0A7D8ELF4, UniRef:UniRef90_A0A0G9G7M4",Glycosyltransferase family 8 protein
chromosome,cds,82251,83330,+,CS12_00083,waaB,cds,"lipopolysaccharide 1,6-galactosyltransferase","EC:2.4.1.-, EC:2.4.1.44, GO:0005829, GO:0008921, GO:0009244, GO:0016757, KEGG:K02840, RefSeq:WP_000683959.1, SO:0001217, UniParc:UPI0001DB8F8C, UniRef:UniRef100_A0A0G9G606, UniRef:UniRef50_P27127, UniRef:UniRef90_P27127",waaB
chromosome,cds,83330,84349,+,CS12_00084,waaO,cds,lipopolysaccharide 3-alpha-galactosyltransferase,"EC:2.4.1.44, GO:0008918, GO:0009103, RefSeq:WP_001188018.1, SO:0001217, UniParc:UPI00000B95A8, UniRef:UniRef100_O68205, UniRef:UniRef50_P19816, UniRef:UniRef90_O68205",waaO
chromosome,cds,84513,85529,+,CS12_00085,waaJ,cds,"lipopolysaccharide 1,2-glucosyltransferase RfaJ","BlastRules:WP_000376841, BlastRules:WP_000376865, EC:2.4.1.58, GO:0005886, GO:0008918, GO:0008919, GO:0009244, GO:0046872, RefSeq:WP_000376846.1, SO:0001217, UniParc:UPI0001DB8F8B, UniRef:UniRef100_A0A0G9GBE8, UniRef:UniRef50_P27129, UniRef:UniRef90_P27129",waaJ
chromosome,cds,85547,86245,+,CS12_00086,rfaY,cds,lipopolysaccharide core heptose(II) kinase RfaY,"EC:2.7.1.-, KEGG:K02850, RefSeq:WP_000615160.1, SO:0001217, UniParc:UPI00000BA871, UniRef:UniRef100_O68203, UniRef:UniRef50_P27240, UniRef:UniRef90_O68203",rfaY
chromosome,cds,86317,87126,+,CS12_00087,waaZ,cds,3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ,"EC:2.4.99.15, RefSeq:WP_000790305.1, SO:0001217, UniParc:UPI0001DBC990, UniRef:UniRef100_A0A0J1WKV2, UniRef:UniRef50_P27241, UniRef:UniRef90_O68202",waaZ
chromosome,cds,87179,88321,+,CS12_00088,,cds,"Lipopolysaccharide 1,2-N-acetylglucosamine transferase","RefSeq:WP_000591810.1, SO:0001217, UniParc:UPI0001B531E7, UniRef:UniRef100_A0A0H0MBW8, UniRef:UniRef50_P26470, UniRef:UniRef90_A0A0H0MBW8","Lipopolysaccharide 1,2-N-acetylglucosamine transferase"
chromosome,cds,88375,89592,-,CS12_00089,rfaL,cds,O-antigen ligase RfaL,"RefSeq:WP_000954408.1, SO:0001217, UniParc:UPI0001DB8F88, UniRef:UniRef100_A0A0G9G6M4, UniRef:UniRef50_P26471, UniRef:UniRef90_O68200",rfaL
chromosome,cds,89631,90587,-,CS12_00090,rfaC,cds,lipopolysaccharide heptosyltransferase RfaC,"COG:COG0859, COG:M, EC:2.4.-.-, EC:2.4.99.23, GO:0005829, GO:0005886, GO:0008713, GO:0008920, GO:0009244, KEGG:K02841, RefSeq:WP_001264573.1, SO:0001217, UniParc:UPI0001B531E8, UniRef:UniRef100_A0A0H0M9B0, UniRef:UniRef50_P0DX54, UniRef:UniRef90_P0DX54",rfaC
chromosome,cds,90591,91637,-,CS12_00091,rfaF,cds,ADP-heptose--LPS heptosyltransferase RfaF,"COG:COG0859, COG:M, EC:2.4.99.24, GO:0005829, GO:0008713, GO:0009103, GO:0009244, GO:0016757, KEGG:K02843, RefSeq:WP_000699230.1, SO:0001217, UniParc:UPI0001B531E9, UniRef:UniRef100_A0A0G9G6F3, UniRef:UniRef50_P37692, UniRef:UniRef90_P37692",rfaF
chromosome,cds,91717,92697,-,CS12_00092,rfaD,cds,ADP-glyceromanno-heptose 6-epimerase,"COG:COG0451, COG:M, EC:5.1.3.20, GO:0005975, GO:0008712, GO:0050661, GO:0097171, KEGG:K03274, RefSeq:WP_000587766.1, SO:0001217, UniParc:UPI0001DB8F87, UniRef:UniRef100_A0A0H0M9I8, UniRef:UniRef50_P67910, UniRef:UniRef90_P67910",rfaD
chromosome,cds,92911,94107,+,CS12_00093,kbl,cds,glycine C-acetyltransferase,"COG:COG0156, COG:H, EC:2.3.1.29, GO:0005829, GO:0006567, GO:0008890, GO:0009058, GO:0019518, GO:0030170, RefSeq:WP_001213802.1, SO:0001217, UniParc:UPI0001B531EB, UniRef:UniRef100_A0A0G9G618, UniRef:UniRef50_P0AB77, UniRef:UniRef90_P0AB77",kbl
chromosome,cds,94117,95142,+,CS12_00094,tdh,cds,L-threonine 3-dehydrogenase,"COG:COG1063, COG:ER, EC:1.1.1.103, GO:0005737, GO:0006567, GO:0008270, GO:0008743, GO:0019518, RefSeq:WP_000645982.1, SO:0001217, UniParc:UPI0001B531EC, UniRef:UniRef100_A0A0A6VSQ2, UniRef:UniRef50_P07913, UniRef:UniRef90_P07913",tdh
chromosome,cds,95381,96415,+,CS12_00095,waaH,cds,UDP-glucuronate:LPS(HepIII) glycosyltransferase,"BlastRules:WP_000982115, EC:2.4.-.-, EC:2.4.1.-, EC:2.4.1.17, KEGG:K19354, RefSeq:WP_000982093.1, SO:0001217, UniParc:UPI0001B531ED, UniRef:UniRef100_A0A0H0M9A5, UniRef:UniRef50_P11290, UniRef:UniRef90_A0A0H0M9A5",waaH
chromosome,cds,96402,97361,-,CS12_00096,yibQ,cds,putative protein YibQ,"COG:COG2861, COG:G, GO:0005975, KEGG:K09798, RefSeq:WP_000483856.1, SO:0001217, UniParc:UPI000000E764, UniRef:UniRef100_A0A061K0B1, UniRef:UniRef50_P37691, UniRef:UniRef90_P37691",yibQ
chromosome,cds,97365,98624,-,CS12_00097,envC,cds,murein hydrolase activator EnvC,"COG:COG4942, COG:D, GO:0000920, GO:0004222, GO:0005886, GO:0009273, GO:0009314, GO:0009410, GO:0016787, GO:0030288, GO:0032153, GO:0042597, KEGG:K22719, RefSeq:WP_000196256.1, SO:0001217, UniParc:UPI000013B38A, UniRef:UniRef100_P37690, UniRef:UniRef50_P37690, UniRef:UniRef90_P37690",envC
chromosome,cds,98658,100202,-,CS12_00098,gpmM,cds,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase","COG:COG0696, COG:G, EC:5.4.2.12, GO:0004619, GO:0005829, GO:0006007, GO:0006096, GO:0030145, GO:0046537, RefSeq:WP_000116565.1, SO:0001217, UniParc:UPI000012BA0F, UniRef:UniRef100_A7ZTG6, UniRef:UniRef50_Q9HU53, UniRef:UniRef90_Q329P2",gpmM
chromosome,cds,100447,100878,+,CS12_00099,yibN,cds,putative protein YibN,"COG:COG0607, COG:P, GO:0005829, RefSeq:WP_001156181.1, SO:0001217, UniParc:UPI000013B388, UniRef:UniRef100_P0AG27, UniRef:UniRef50_P0AG27, UniRef:UniRef90_P0AG27",yibN
chromosome,cds,101020,101271,+,CS12_00100,grxC,cds,glutaredoxin 3,"COG:COG0695, COG:O, GO:0005737, GO:0005829, GO:0009263, GO:0015035, GO:0015038, GO:0034599, GO:0043295, GO:0045454, RefSeq:WP_000024392.1, SO:0001217, UniParc:UPI000016551F, UniRef:UniRef100_P0AC62, UniRef:UniRef50_P0AC62, UniRef:UniRef90_P0AC62",grxC
chromosome,cds,101334,101801,+,CS12_00101,secB,cds,protein-export chaperone SecB,"COG:COG1952, COG:U, GO:0005737, GO:0006457, GO:0015031, GO:0051082, GO:0051262, KEGG:K03071, RefSeq:WP_000003382.1, SO:0001217, UniParc:UPI00005E3849, UniRef:UniRef100_B7ULG5, UniRef:UniRef50_A7MID6, UniRef:UniRef90_A7MID6",secB
chromosome,cds,101801,102820,+,CS12_00102,gpsA,cds,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,"COG:C, COG:COG0240, EC:1.1.1.94, GO:0005829, GO:0005975, GO:0006072, GO:0046167, GO:0046168, GO:0046474, GO:0047952, GO:0051287, RefSeq:WP_001076194.1, SO:0001217, UniParc:UPI000012B987, UniRef:UniRef100_P0A6S7, UniRef:UniRef50_P0A6S7, UniRef:UniRef90_P0A6S7",gpsA
chromosome,cds,102900,103721,+,CS12_00103,cysE,cds,serine O-acetyltransferase,"EC:2.3.1.30, GO:0005737, GO:0006535, GO:0009001, RefSeq:WP_001277561.1, SO:0001217, UniParc:UPI000002DB2D, UniRef:UniRef100_P0A9D4, UniRef:UniRef50_P0A9D4, UniRef:UniRef90_P0A9D4",cysE
chromosome,cds,103774,104247,-,CS12_00104,trmL,cds,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,"COG:COG0219, COG:J, EC:2.1.1.-, EC:2.1.1.207, GO:0001510, GO:0002131, GO:0002132, GO:0003723, GO:0005737, GO:0008173, GO:0042803, GO:0141098, GO:0141102, KEGG:K03216, RefSeq:WP_000932347.1, SO:0001217, UniParc:UPI000013B386, UniRef:UniRef100_P0AGJ7, UniRef:UniRef50_P0AGJ7, UniRef:UniRef90_P0AGJ7",trmL
chromosome,cds,104445,105635,-,CS12_00105,lldD,cds,quinone-dependent L-lactate dehydrogenase,"BlastRules:WP_000586962, BlastRules:WP_003899057, BlastRules:WP_011015490, COG:CIR, COG:COG1304, EC:1.1.-.-, GO:0004457, GO:0004459, GO:0005886, GO:0006089, GO:0009060, GO:0010181, RefSeq:WP_000586962.1, SO:0001217, UniParc:UPI000012E757, UniRef:UniRef100_P33232, UniRef:UniRef50_P33232, UniRef:UniRef90_P33232",lldD
chromosome,cds,105632,106408,-,CS12_00106,lldR,cds,transcriptional regulator LldR,"COG:COG2186, COG:K, GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000636500.1, SO:0001217, UniParc:UPI000012E75C, UniRef:UniRef100_P0ACL7, UniRef:UniRef50_P0ACL7, UniRef:UniRef90_P0ACL7",lldR
chromosome,cds,106408,108063,-,CS12_00107,lldP,cds,L-lactate permease,"COG:C, COG:COG1620, GO:0005886, GO:0015129, GO:0015295, GO:0015727, KEGG:K00427, RefSeq:WP_001295233.1, SO:0001217, UniParc:UPI000012E75A, UniRef:UniRef100_P33231, UniRef:UniRef50_P33231, UniRef:UniRef90_P33231",lldP
chromosome,cds,108435,108797,-,CS12_00108,yibL,cds,YibL family ribosome-associated protein,"GO:0005829, KEGG:K14762, RefSeq:WP_000665680.1, SO:0001217, UniParc:UPI0000001093, UniRef:UniRef100_P0ADK8, UniRef:UniRef50_P0ADK8, UniRef:UniRef90_P0ADK8",yibL
chromosome,cds,109082,109291,+,CS12_00109,yibT,cds,putative protein YibT,"RefSeq:WP_000517100.1, SO:0001217, UniParc:UPI00000502F5, UniRef:UniRef100_Q2M7R5, UniRef:UniRef50_Q2M7R5, UniRef:UniRef90_Q2M7R5",yibT
chromosome,cds,109303,109890,-,CS12_00110,mtlR,cds,mannitol operon repressor MtlR,"BlastRules:WP_000228269, GO:0045892, KEGG:K02562, RefSeq:WP_000228269.1, SO:0001217, UniParc:UPI000012F7F3, UniRef:UniRef100_P0AF10, UniRef:UniRef50_P0AF10, UniRef:UniRef90_P0AF10",mtlR
chromosome,cds,109890,111038,-,CS12_00111,mtlD,cds,mannitol-1-phosphate 5-dehydrogenase,"EC:1.1.1.17, GO:0005829, GO:0008926, GO:0019592, GO:0019594, KEGG:K00009, RefSeq:WP_000645420.1, SO:0001217, UniParc:UPI0000191E52, UniRef:UniRef100_Q8FCB7, UniRef:UniRef50_P09424, UniRef:UniRef90_Q8FCB7",mtlD
chromosome,cds,111268,113181,-,CS12_00112,mtlA,cds,PTS mannitol transporter subunit IICBA,"BlastRules:WP_000093247, COG:COG4668, COG:G, EC:2.7.1.197, EC:2.7.1.198, GO:0005886, GO:0009401, GO:0016301, GO:0022872, GO:0090563, KEGG:K02800, RefSeq:WP_000093247.1, SO:0001217, UniParc:UPI0000132958, UniRef:UniRef100_P00550, UniRef:UniRef50_P00550, UniRef:UniRef90_P00550",mtlA
chromosome,cds,113718,114080,+,CS12_00113,yibI,cds,putative protein YibI,"GO:0005886, RefSeq:WP_000479624.1, SO:0001217, UniParc:UPI000013B384, UniRef:UniRef100_P32108, UniRef:UniRef50_P32108, UniRef:UniRef90_P32108",yibI
chromosome,cds,114083,115219,+,CS12_00114,yibH,cds,Inner membrane protein YibH,"GO:0005886, GO:0006974, RefSeq:WP_000364939.1, SO:0001217, UniParc:UPI000013B383, UniRef:UniRef100_P0AFV0, UniRef:UniRef50_P37683, UniRef:UniRef90_P0AFV0",yibH
chromosome,cds,116824,117285,-,CS12_00115,yibG,cds,putative protein YibG,"RefSeq:WP_000642478.1, SO:0001217, UniParc:UPI000013B382, UniRef:UniRef100_P32106, UniRef:UniRef50_P32106, UniRef:UniRef90_P32106",yibG
chromosome,cds,117297,118235,-,CS12_00116,rhsC,cds,Deoxyribonuclease RhsC,"RefSeq:WP_001360212.1, SO:0001217, UniParc:UPI0000F0AB6E, UniRef:UniRef100_A0A1S0WKH3, UniRef:UniRef50_A0A1S0WKH3, UniRef:UniRef90_A0A1S0WKH3",rhsC
chromosome,cds,118283,119125,-,CS12_00117,yibA,cds,Protein YibA,"GO:0006974, GO:0009314, GO:0016491, GO:0046677, RefSeq:WP_000072850.1, SO:0001217, UniParc:UPI000013B37F, UniRef:UniRef100_P0ADK6, UniRef:UniRef50_P0ADK6, UniRef:UniRef90_P0ADK6",yibA
chromosome,cds,119146,123279,-,CS12_00118,rhsA,cds,RHS element core protein,"RefSeq:WP_062914734.1, SO:0001217, UniParc:UPI00078D76C5, UniRef:UniRef100_UPI00078D76C5, UniRef:UniRef50_P16917, UniRef:UniRef90_P16916",rhsA
chromosome,cds,123507,124115,+,CS12_00119,yibF,cds,glutathione S-transferase,"COG:COG0625, COG:O, EC:2.5.1.18, GO:0004364, GO:0005515, GO:0005829, GO:0006559, GO:0006749, GO:0016034, RefSeq:WP_000779792.1, SO:0001217, UniParc:UPI000013B381, UniRef:UniRef100_P0ACA1, UniRef:UniRef50_P0ACA1, UniRef:UniRef90_P0ACA1",yibF
chromosome,cds,124213,125604,+,CS12_00120,selA,cds,L-seryl-tRNA(Sec) selenium transferase,"COG:COG1921, COG:J, EC:2.9.1.1, GO:0001514, GO:0001717, GO:0004125, GO:0005737, KEGG:K01042, RefSeq:WP_000206275.1, SO:0001217, UniParc:UPI0000135816, UniRef:UniRef100_P0A821, UniRef:UniRef50_P0A821, UniRef:UniRef90_P0A821",selA
chromosome,cds,125601,127445,+,CS12_00121,selB,cds,selenocysteine-specific translation elongation factor,"COG:COG3276, COG:J, GO:0000049, GO:0001514, GO:0003723, GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0016259, GO:0019003, GO:0035368, RefSeq:WP_000582468.1, SO:0001217, UniParc:UPI0000135823, UniRef:UniRef100_P14081, UniRef:UniRef50_P14081, UniRef:UniRef90_P14081",selB
chromosome,cds,127635,128786,+,CS12_00122,yiaY,cds,L-threonine dehydrogenase,"EC:1.1.1.1, EC:1.1.1.103, GO:0004022, GO:0008743, GO:0016491, GO:0046872, RefSeq:WP_000741518.1, SO:0001217, UniParc:UPI00003B2606, UniRef:UniRef100_P37686, UniRef:UniRef50_P37686, UniRef:UniRef90_P37686",yiaY
chromosome,cds,128951,130489,+,CS12_00123,aldB,cds,aldehyde dehydrogenase AldB,"BlastRules:WP_000183980, COG:COG1012, COG:I, EC:1.2.1.4, GO:0004029, GO:0006974, GO:0016491, GO:0033721, GO:0045471, RefSeq:WP_000183980.1, SO:0001217, UniParc:UPI00001257D9, UniRef:UniRef100_P37685, UniRef:UniRef50_P37685, UniRef:UniRef90_P37685",aldB
chromosome,cds,130708,130920,-,CS12_00124,,cds,Membrane protein,"RefSeq:WP_000332751.1, SO:0001217, UniParc:UPI00005EE9B4, UniRef:UniRef100_A0A061K159, UniRef:UniRef50_D3H1M3, UniRef:UniRef90_A0A061K159",Membrane protein
chromosome,cds,131034,131357,+,CS12_00125,yiaW,cds,Inner membrane protein YiaW,"GO:0005886, RefSeq:WP_000478195.1, SO:0001217, UniParc:UPI000013B379, UniRef:UniRef100_P0ADK4, UniRef:UniRef50_P0ADK4, UniRef:UniRef90_P0ADK4",yiaW
chromosome,cds,131363,132499,+,CS12_00126,yiaV,cds,Inner membrane protein YiaV,"COG:COG1566, COG:V, GO:0005886, GO:0055085, RefSeq:WP_000364884.1, SO:0001217, UniParc:UPI000013B378, UniRef:UniRef100_P37683, UniRef:UniRef50_P37683, UniRef:UniRef90_P37683",yiaV
chromosome,cds,132496,133470,-,CS12_00127,yiaU,cds,putative HTH-type transcriptional regulator YiaU,"GO:0003677, GO:0003700, GO:0005829, GO:0006355, RefSeq:WP_000164036.1, SO:0001217, UniParc:UPI000013B377, UniRef:UniRef100_P37682, UniRef:UniRef50_P37682, UniRef:UniRef90_P37682",yiaU
chromosome,cds,133594,134334,+,CS12_00128,yiaT,cds,Putative outer membrane protein YiaT,"GO:0009252, GO:0009279, RefSeq:WP_000906827.1, SO:0001217, UniParc:UPI0001DBD1FB, UniRef:UniRef100_A0A0G9G656, UniRef:UniRef50_P37681, UniRef:UniRef90_P37681",yiaT
chromosome,cds,134681,135376,-,CS12_00129,araD,cds,L-ribulose-5-phosphate 4-epimerase,"EC:5.1.3.4, GO:0005829, GO:0008270, GO:0008742, GO:0016832, GO:0019323, GO:0019324, GO:0019568, GO:0019572, RefSeq:WP_000893142.1, SO:0001217, UniParc:UPI0000135900, UniRef:UniRef100_P37680, UniRef:UniRef50_P08203, UniRef:UniRef90_P37680",araD
chromosome,cds,135370,136230,-,CS12_00130,sgbU,cds,L-ribulose-5-phosphate 3-epimerase,"COG:COG3623, COG:G, EC:5.1.3.22, GO:0003677, GO:0005975, GO:0006281, GO:0008270, GO:0016861, GO:0019324, GO:0019852, GO:0034015, RefSeq:WP_001295230.1, SO:0001217, UniParc:UPI0000F0BDF1, UniRef:UniRef100_A0A061KGJ8, UniRef:UniRef50_P37679, UniRef:UniRef90_P37679",sgbU
chromosome,cds,136223,136885,-,CS12_00131,ulaD,cds,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,"EC:4.1.1.85, GO:0004590, GO:0006207, GO:0016052, GO:0019854, GO:0033982, GO:0046872, KEGG:K03078, RefSeq:WP_000089481.1, SO:0001217, UniParc:UPI0000135902, UniRef:UniRef100_P37678, UniRef:UniRef50_P37678, UniRef:UniRef90_P37678",ulaD
chromosome,cds,136882,138378,-,CS12_00132,lyxK,cds,L-xylulokinase,"BlastRules:WP_000196054, EC:2.7.1.-, EC:2.7.1.53, GO:0005524, GO:0008744, GO:0016773, GO:0019324, GO:0042803, RefSeq:WP_000196054.1, SO:0001217, UniParc:UPI000012EAA8, UniRef:UniRef100_P37677, UniRef:UniRef50_P37677, UniRef:UniRef90_P37677",lyxK
chromosome,cds,138382,139368,-,CS12_00133,yiaO,cds,"2,3-diketo-L-gulonate transporter substrate-binding protein YiaO","BlastRules:WP_000776887, GO:0006974, GO:0008643, GO:0016020, GO:0030246, GO:0030288, GO:0031317, GO:0034219, GO:1900190, GO:1902075, RefSeq:WP_000776887.1, SO:0001217, UniParc:UPI000013B373, UniRef:UniRef100_P37676, UniRef:UniRef50_P37676, UniRef:UniRef90_P37676",yiaO
chromosome,cds,139381,140658,-,CS12_00134,yiaN,cds,"2,3-diketo-L-gulonate TRAP transporter large permease YiaN","GO:0005886, GO:0015144, GO:0016020, GO:0022857, GO:0031317, GO:0034219, GO:1900190, GO:1902075, RefSeq:WP_000279599.1, SO:0001217, UniParc:UPI00003B2605, UniRef:UniRef100_P37675, UniRef:UniRef50_P37675, UniRef:UniRef90_P37675",yiaN
chromosome,cds,140661,141134,-,CS12_00135,yiaM,cds,"2,3-diketo-L-gulonate TRAP transporter small permease YiaM","GO:0005886, GO:0015144, GO:0015740, GO:0016020, GO:0022857, GO:0031317, GO:0034219, GO:1900190, GO:1902075, RefSeq:WP_000721664.1, SO:0001217, UniParc:UPI000013B36F, UniRef:UniRef100_P37674, UniRef:UniRef50_P37674, UniRef:UniRef90_P37674",yiaM
chromosome,cds,141252,141719,-,CS12_00136,yiaL,cds,Protein YiaL,"GO:0005829, GO:0009314, KEGG:K19334, RefSeq:WP_000576079.1, SO:0001217, UniParc:UPI000013B36D, UniRef:UniRef100_P37673, UniRef:UniRef50_P37673, UniRef:UniRef90_P37673",yiaL
chromosome,cds,141731,142729,-,CS12_00137,yiaK,cds,3-dehydro-L-gulonate 2-dehydrogenase,"COG:C, COG:COG2055, EC:1.1.1.130, GO:0005737, GO:0047559, GO:0070403, RefSeq:WP_000869037.1, SO:0001217, UniParc:UPI000013B36B, UniRef:UniRef100_P37672, UniRef:UniRef50_P37672, UniRef:UniRef90_P37672",yiaK
chromosome,cds,142930,143778,+,CS12_00138,yiaJ,cds,IclR family transcriptional regulator YiaJ,"BlastRules:WP_000514240, COG:COG1414, COG:K, GO:0003677, GO:0003700, GO:0045892, KEGG:K21602, RefSeq:WP_000514240.1, SO:0001217, UniParc:UPI000013B369, UniRef:UniRef100_P37671, UniRef:UniRef50_P37671, UniRef:UniRef90_P37671",yiaJ
chromosome,cds,143880,144353,+,CS12_00139,ysaA,cds,Putative electron transport protein YsaA,"COG:C, COG:COG1142, GO:0009055, GO:0046872, GO:0051539, RefSeq:WP_001300918.1, SO:0001217, UniParc:UPI000013C08C, UniRef:UniRef100_P56256, UniRef:UniRef50_P56256, UniRef:UniRef90_P56256",ysaA
chromosome,ncRNA,144435,144477,+,CS12_00140,ES036,ncRNA,ES036 (CssrF) sRNA,"RFAM:RF02751, SO:0000655",ES036
chromosome,cds,144504,145757,-,CS12_00141,avtA,cds,valine--pyruvate transaminase,"COG:COG3977, COG:E, EC:2.6.1.66, KEGG:K00835, RefSeq:WP_000144361.1, SO:0001217, UniParc:UPI00005F184C, UniRef:UniRef100_W8TB91, UniRef:UniRef50_P09053, UniRef:UniRef90_W8TB91",avtA
chromosome,cds,145935,147965,-,CS12_00142,malS,cds,alpha-amylase,"EC:3.2.1.1, GO:0004556, GO:0005509, GO:0009313, GO:0030288, GO:0030980, GO:0042597, KEGG:K01176, RefSeq:WP_000761231.1, SO:0001217, UniParc:UPI0001DBD1F9, UniRef:UniRef100_A0A1X9TGW7, UniRef:UniRef50_P25718, UniRef:UniRef90_P25718",malS
chromosome,sorf,148259,148285,+,CS12_00143,baxL,sorf,Putative translational regulatory protein BaxL,"GO:0006417, RefSeq:WP_211180514.1, SO:0001217, UniParc:UPI00107E63B5, UniRef:UniRef100_P0DSH2",baxL
chromosome,cds,148285,149109,+,CS12_00144,bax,cds,protein bax,"COG:COG2992, COG:R, GO:0004040, GO:0005524, RefSeq:WP_001297957.1, SO:0001217, UniParc:UPI00000DF1F7, UniRef:UniRef100_P27297, UniRef:UniRef50_P27297, UniRef:UniRef90_P27297",bax
chromosome,cds,149305,150483,-,CS12_00145,xylR,cds,DNA-binding transcriptional regulator XylR,"BlastRules:WP_000494484, COG:COG2207, COG:K, GO:0000976, GO:0003700, GO:0006355, RefSeq:WP_000494484.1, SO:0001217, UniParc:UPI000013906B, UniRef:UniRef100_P0ACI3, UniRef:UniRef50_P0ACI3, UniRef:UniRef90_P0ACI3",xylR
chromosome,cds,150561,151742,-,CS12_00146,xylH,cds,xylose ABC transporter permease XylH,"BlastRules:WP_000045978, COG:COG4214, COG:G, EC:7.5.2.-, GO:0005886, GO:0022857, KEGG:K10544, RefSeq:WP_000045978.1, SO:0001217, UniParc:UPI0000139065, UniRef:UniRef100_P0AGI4, UniRef:UniRef50_P0AGI4, UniRef:UniRef90_P0AGI4",xylH
chromosome,cds,151720,153261,-,CS12_00147,xylG,cds,D-xylose ABC transporter ATP-binding protein,"EC:7.5.2.10, GO:0005524, GO:0005886, GO:0015614, GO:0015753, GO:0016020, GO:0016887, RefSeq:WP_001146479.1, SO:0001217, UniParc:UPI0000F0BDFD, UniRef:UniRef100_J7QIF0, UniRef:UniRef50_P37388, UniRef:UniRef90_P37388",xylG
chromosome,cds,153339,154331,-,CS12_00148,xylF,cds,D-xylose ABC transporter substrate-binding protein,"COG:COG4213, COG:G, GO:0015752, GO:0015753, GO:0016020, GO:0030246, GO:0030288, GO:0042732, GO:0048029, GO:0055052, RefSeq:WP_000694881.1, SO:0001217, UniParc:UPI0000139061, UniRef:UniRef100_P37387, UniRef:UniRef50_P37387, UniRef:UniRef90_P37387",xylF
chromosome,cds,154697,156019,+,CS12_00149,xylA,cds,xylose isomerase,"COG:COG2115, COG:G, EC:5.3.1.5, GO:0000287, GO:0005737, GO:0009045, GO:0042732, RefSeq:WP_001149591.1, SO:0001217, UniParc:UPI0000139034, UniRef:UniRef100_P00944, UniRef:UniRef50_P00944, UniRef:UniRef90_P00944",xylA
